,price
737594,4.670000076293945
737721,15.050000190734863
737738,12.760000228881836
737888,185.8800048828125
737860,241.63999938964844
737718,14.029999732971191
737573,4.75
737896,156.0
737875,197.67999267578125
737917,160.11000061035156
737858,217.7100067138672
737599,4.949999809265137
737682,6.800000190734863
737872,197.5
737577,4.119999885559082
737567,4.460000038146973
737739,11.5
737770,13.90999984741211
737602,4.480000019073486
737586,4.78000020980835
737845,44.70000076293945
737591,4.5
737719,13.899999618530273
737880,197.5
737644,4.389999866485596
737871,205.25999450683594
737619,4.349999904632568
737655,4.610000133514404
737685,8.569999694824219
737899,171.8000030517578
737622,4.190000057220459
737893,141.8800048828125
737679,6.260000228881836
737746,11.649999618530273
737686,9.199999809265137
737613,4.199999809265137
737670,7.800000190734863
737894,143.57000732421875
737711,11.729999542236328
737760,17.110000610351562
737867,214.0
737581,4.289999961853027
737651,4.599999904632568
737598,4.789999961853027
737817,354.8299865722656
737665,5.300000190734863
737714,13.770000457763672
737616,4.199999809265137
737850,104.54000091552734
737629,4.090000152587891
737707,12.829999923706055
737658,4.599999904632568
737710,11.65999984741211
737676,7.550000190734863
737572,4.570000171661377
737634,3.9600000381469727
737788,20.81999969482422
737627,3.9000000953674316
737696,10.15999984741211
737593,4.539999961853027
737623,4.159999847412109
737683,6.860000133514404
737857,154.88999938964844
737574,4.329999923706055
737833,50.75
737608,4.489999771118164
737656,4.800000190734863
737914,159.0
737584,4.28000020980835
737901,158.39999389648438
737612,4.309999942779541
737759,18.170000076293945
737887,183.22000122070312
737752,12.899999618530273
737851,116.93000030517578
737859,269.42999267578125
737819,379.7099914550781
737823,140.75999450683594
737692,9.710000038146973
737571,4.340000152587891
737810,37.369998931884766
737585,5.0
737865,203.16000366210938
737783,21.010000228881836
737689,9.350000381469727
737733,11.760000228881836
737588,4.599999904632568
737745,11.15999984741211
737615,4.269999980926514
737720,14.199999809265137
737913,177.49000549316406
737840,41.279998779296875
737650,4.519999980926514
737684,7.03000020980835
737717,13.4399995803833
737699,10.09000015258789
737915,161.8300018310547
737879,187.5
737649,4.400000095367432
737647,4.199999809265137
737907,183.5500030517578
737741,11.739999771118164
737580,4.440000057220459
737600,4.829999923706055
737643,4.599999904632568
737566,4.449999809265137
737678,6.650000095367432
737861,275.0
737803,20.420000076293945
737725,13.710000038146973
737742,11.359999656677246
737852,122.51000213623047
737801,19.40999984741211
737906,150.97999572753906
737748,11.600000381469727
737895,163.0
737854,128.1699981689453
737855,120.18682237091707
737856,120.75324305740651
737857,121.31966374389594
737858,121.88608443038538
737859,122.45250511687482
737860,123.01892580330605
737861,123.58534648979548
737862,124.15176717628492
737863,124.71818786277436
737864,125.2846085492638
737865,125.85102923569502
737866,126.41744992218446
737867,126.9838706086739
737868,127.55029129516333
737869,128.11671198165277
737870,128.683132668084
737871,129.24955335457344
737872,129.81597404106287
737873,130.3823947275523
737874,130.94881541404175
737875,131.51523610047298
737876,132.0816567869624
737877,132.64807747345185
737878,133.2144981599413
737879,133.78091884643072
737880,134.34733953286195
737881,134.9137602193514
737882,135.48018090584083
737883,136.04660159233026
737884,136.6130222788197
737885,137.17944296525093
737886,137.74586365174036
737887,138.3122843382298
737888,138.87870502471924
737889,139.44512571120868
737890,140.0115463976399
737891,140.57796708412934
737892,141.14438777061878
737893,141.71080845710821
737894,142.27722914359765
737895,142.84364983002888
737896,143.41007051651832
737897,143.97649120300775
737898,144.5429118894972
737899,145.10933257598663
737900,145.67575326241786
737901,146.2421739489073
737902,146.80859463539673
737903,147.37501532188617
737904,147.9414360083756
737905,148.50785669480683
737906,149.07427738129627
737907,149.6406980677857
737908,150.20711875427514
737909,150.77353944076458
737910,151.3399601271958
737911,151.90638081368525
737912,152.47280150017468
737913,153.03922218666412
737914,153.60564287315356
737915,154.17206355958479
737916,154.73848424607422
737917,155.30490493256366
737918,155.8713256190531
737919,156.43774630554253
737920,157.00416699197376
737921,157.5705876784632
737922,158.13700836495264
737923,158.70342905144207
737924,159.2698497379315
737925,159.83627042436274
737926,160.40269111085217
737927,160.9691117973416
737928,161.53553248383105
737929,162.10195317032048
737930,162.6683738567517
737931,163.23479454324115
737932,163.8012152297306
737933,164.36763591622002
737934,164.93405660270946
737935,165.5004772891407
737936,166.06689797563013
737937,166.63331866211956
737938,167.199739348609
737939,167.76616003509844
737940,168.33258072152967
737941,168.8990014080191
737942,169.46542209450854
737943,170.03184278099798
737944,170.5982634674874
